index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
185827,Extra Creamy Dairy Whipped Topping,Great Value,Cream & Creamers,3.28,http://dbpedia.org/resource/Cream
185844,Coffee mate Zero Sugar Italian Sweet Creme Liquid Coffee Creamer 32 fl oz,Coffeemate,Cream & Creamers,3.98,http://dbpedia.org/resource/Cream
185861,Pepperoni and Mozzarella Flatbread Pizza,Marketside,Prepared Meals & Sides,5.5,http://dbpedia.org/resource/Meal
185878,Freshness Guaranteed Deviled Egg Potato Salad,Walmart Deli,Prepared Meals & Sides,5.97,http://dbpedia.org/resource/Meal
185895,Nestle Coffee mate Hazelnut Liquid Coffee Creamer 32 fl oz,Coffeemate,Cream & Creamers,3.98,http://dbpedia.org/resource/Cream
185912,Caramel Macchiato Coffee Creamer,Great Value,Cream & Creamers,2.98,http://dbpedia.org/resource/Cream
185929,Freshness Guaranteed Traditional Shredded Rotisserie Seasoned Fully Cooked Pork,Eddy,Prepared Meals & Sides,7.54,http://dbpedia.org/resource/Meal
185946,Biscuit-Crust Savory Breakfast Pizza,Marketside,Prepared Meals & Sides,8.0,http://dbpedia.org/resource/Meal
185963,Rana Fettuccine Meatballs with Tomato Sauce Meal Kit,Giovanni Rana,Prepared Meals & Sides,13.97,http://dbpedia.org/resource/Meal
185980,Nestle Coffee mate Vanilla Caramel Sugar Free Powder Coffee Creamer 10.2 oz,Coffeemate,Cream & Creamers,4.98,http://dbpedia.org/resource/Cream
185997,Coffee mate Original Fat Free Powdered Coffee Creamer 16 oz,Coffeemate,Cream & Creamers,4.98,http://dbpedia.org/resource/Cream
186014,Freshness Guaranteed Mustard Potato Salad,Walmart Deli,Prepared Meals & Sides,2.74,http://dbpedia.org/resource/Meal
186031,Pepperoni Pizza,Marketside,Prepared Meals & Sides,6.5,http://dbpedia.org/resource/Meal
186048,Pepperoni Pizza,Marketside,Prepared Meals & Sides,7.5,http://dbpedia.org/resource/Meal
186065,Fresh Gluten Free 4-Cheese Tortelloni,Taste Republic,Prepared Meals & Sides,5.28,http://dbpedia.org/resource/Meal
186082,White Cheddar Popcorn,Smartfood,Popcorn,3.68,http://dbpedia.org/resource/Popcorn
186099,Microwave Popcorn,Pop Secret,Popcorn,6.18,http://dbpedia.org/resource/Popcorn
186116,Butter Popcorn Seasoning,Kernel Season's,Popcorn,2.98,http://dbpedia.org/resource/Popcorn
186133,Chicken in a Biskit Original Baked Snack Crackers,Nabisco,Crackers,4.28,http://dbpedia.org/resource/Cracker_(food)
186150,Animal Snack Crackers,Stauffer's,Crackers,4.88,http://dbpedia.org/resource/Cracker_(food)
186167,8 Cup Microwave Quick Pop Popcorn Popper,Nordic Ware,Popcorn,7.97,http://dbpedia.org/resource/Popcorn
186184,Sandwich Crackers,Lance,Crackers,2.48,http://dbpedia.org/resource/Cracker_(food)
186201,Sandwich Crackers,Austin,Crackers,2.38,http://dbpedia.org/resource/Cracker_(food)
186218,Kellogg's SCOOBY-DOO! Baked Graham Cracker Snacks,Scooby-Doo,Crackers,5.72,http://dbpedia.org/resource/Cracker_(food)
186235,Extra Virgin Olive Oil,Great Value,Oils & Shortening,4.72,http://dbpedia.org/resource/Oil
186252,Butter Flavor All-Vegetable Shortening 48 oz. Canister,Crisco,Oils & Shortening,7.98,http://dbpedia.org/resource/Oil
186269,Smooth Extra Virgin Olive Oil - 16 fl oz,Pompeian,Oils & Shortening,6.48,http://dbpedia.org/resource/Oil
186286,,Great Value,Oils & Shortening,5.18,http://dbpedia.org/resource/Oil
186303,Crackers,Goldfish,Crackers,3.18,http://dbpedia.org/resource/Cracker_(food)
186320,RITZ Roasted Vegetable Crackers,Ritz,Crackers,3.58,http://dbpedia.org/resource/Cracker_(food)
186337,Reduced Fat Whole Grain Wheat Crackers,Wheat Thins,Crackers,4.48,http://dbpedia.org/resource/Cracker_(food)
186354,Organic Extra Virgin Olive Oil,Great Value,Oils & Shortening,4.72,http://dbpedia.org/resource/Oil
186371,Light Tasting Olive Oil,Great Value,Oils & Shortening,7.76,http://dbpedia.org/resource/Oil
186388,Honey Roasted Pecans,Great Value,Healthy Snacks,4.58,http://dbpedia.org/resource/Snack
186405,Roasted & Salted,Wonderful Pistachios,Healthy Snacks,6.94,http://dbpedia.org/resource/Snack
186422,Mountain Trail Mix,Great Value,Healthy Snacks,7.98,http://dbpedia.org/resource/Snack
186439,Original Real Cheese Oven-Baked Parm Crisp Snack,ParmCrisps,Crackers,6.48,http://dbpedia.org/resource/Cracker_(food)
186456,Simply Salt Rice Snacks Gluten Free Crackers,Good Thins,Crackers,3.73,http://dbpedia.org/resource/Cracker_(food)
186473,Extra Virgin Olive Oil,Great Value,Oils & Shortening,11.12,http://dbpedia.org/resource/Oil
186490,Epicurean Specialty White Truffle Oil,Manitou Trading Company,Oils & Shortening,9.92,http://dbpedia.org/resource/Oil
186507,Goya Extra Virgin Olive Oil First Cold Press,GOYA,Oils & Shortening,7.58,http://dbpedia.org/resource/Oil
186524,Cashew Halves & Pieces,Great Value,Healthy Snacks,9.98,http://dbpedia.org/resource/Snack
186541,NUT-rition Wholesome Nut Mix with Cashews,Planters,Healthy Snacks,6.28,http://dbpedia.org/resource/Snack
186558,Sandwich Crackers,Lance,Crackers,3.12,http://dbpedia.org/resource/Cracker_(food)
186575,Fresh  Pasteurized Crab Meat Claw,Chicken of the Sea,Game Time Faves,31.74,http://dbpedia.org/resource/Game_Time
186592,Great Value Peeled Tail on Extra Large Shrimp,Walmart Seafood,Game Time Faves,5.84,http://dbpedia.org/resource/Game_Time
186609,,El Mexicano,Crackers,2.72,http://dbpedia.org/resource/Cracker_(food)
186626,Naturals Simply Salted Popcorn,Orville Redenbacher's,Healthy Snacks,6.36,http://dbpedia.org/resource/Snack
186643,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Healthy Snacks,4.17,http://dbpedia.org/resource/Snack
186660,Dried Apricots Value Pack,Great Value,Healthy Snacks,5.78,http://dbpedia.org/resource/Snack
186677,Beef Choice Angus T-Bone Steak Bone-In,Fresh Beef,Game Time Faves,12.69,http://dbpedia.org/resource/Game_Time
186694,Smoked Turkey Drums,TURKEY,Game Time Faves,7.85,http://dbpedia.org/resource/Game_Time
186711,Pretzel Rods,Great Value,Pretzels,2.18,http://dbpedia.org/resource/Pretzel
186728,Dot's Homestyle Pretzels,Dot's Pretzels,Pretzels,6.94,http://dbpedia.org/resource/Pretzel
186745,Corn Muffin Mix,Jiffy,Easy to make,0.47,http://dbpedia.org/resource/Easy_(Commodores_song)
186762,Dot's Homestyle Snacks,Dots,Pretzels,6.94,http://dbpedia.org/resource/Pretzel
186779,Snickerdoodle Cookie Mix,Betty Crocker,Easy to make,2.47,http://dbpedia.org/resource/Easy_(Commodores_song)
186796,"Graham 9"" Pie Crust",Great Value,Easy to make,1.26,http://dbpedia.org/resource/Easy_(Commodores_song)
186813,Wild Blueberry Supreme Muffin Mix 17.1 OZ Box,Krusteaz,Easy to make,2.97,http://dbpedia.org/resource/Easy_(Commodores_song)
186830,Almonds Smokehouse,Blue Diamond,Healthy Snacks,3.57,http://dbpedia.org/resource/Snack
186847,Organic Chia Seeds,BetterBody Foods,Healthy Snacks,15.32,http://dbpedia.org/resource/Snack
186864,Milk Chocolate Instant Pudding and Pie Filling,Hershey's,Easy to make,1.48,http://dbpedia.org/resource/Easy_(Commodores_song)
186881,Funfetti Sugar Cookie Mix with Candy Bits,Pillsbury,Easy to make,2.37,http://dbpedia.org/resource/Easy_(Commodores_song)
186898,Unsalted Whole Cashews,Freshness Guaranteed,Healthy Snacks,5.48,http://dbpedia.org/resource/Snack
186915,Deluxe Pistachio Nut Mix with Pistachios,Planters,Healthy Snacks,11.5,http://dbpedia.org/resource/Snack
186932,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Healthy Snacks,9.73,http://dbpedia.org/resource/Snack
186949,® Southern Cornbread & Muffin Mix 11.5 oz. Box,Krusteaz,Easy to make,2.0,http://dbpedia.org/resource/Easy_(Commodores_song)
186966,Creamy Tomato Bisque,Marketside,Fresh Soups & Salads,2.87,http://dbpedia.org/resource/DJ_Fresh
186983,Chef Salad with Ham and Chicken (Fresh Deli Salad),Taylor Farms,Fresh Soups & Salads,3.47,http://dbpedia.org/resource/DJ_Fresh
187000,Freshness Guaranteed Original Coleslaw,Walmart Deli,Fresh Soups & Salads,2.74,http://dbpedia.org/resource/DJ_Fresh
187017,Lightly Salted Cashew Halves & Pieces,Planters,Healthy Snacks,8.88,http://dbpedia.org/resource/Snack
187034,Crispy Corn Snacks,Bugles,Healthy Snacks,6.24,http://dbpedia.org/resource/Snack
187051,Almonds,Blue Diamond,Healthy Snacks,10.98,http://dbpedia.org/resource/Snack
187068,,Wonderful Pistachios,Healthy Snacks,7.32,http://dbpedia.org/resource/Snack
187085,Almonds Bold Habanero BBQ,Blue Diamond,Healthy Snacks,6.98,http://dbpedia.org/resource/Snack
187102,Freshness Guaranteed Mustard Potato Salad,Wal-Mart Deli,Fresh Soups & Salads,3.94,http://dbpedia.org/resource/DJ_Fresh
187119,Freshness Guaranteed Baked Beans,Walmart Deli,Fresh Soups & Salads,5.47,http://dbpedia.org/resource/DJ_Fresh
187136,BBQ Unshelled Pistachios,Wonderful Pistachios,Healthy Snacks,9.94,http://dbpedia.org/resource/Snack
187153,PLANTERS Cashew Halves & Pieces 33 oz,Planters,Healthy Snacks,15.38,http://dbpedia.org/resource/Snack
187170,of California Chopped Walnuts,Diamond,Healthy Snacks,4.24,http://dbpedia.org/resource/Snack
187187,Moist Supreme Premium Yellow Cake Mix,Pillsbury,Easy to make,1.0,http://dbpedia.org/resource/Easy_(Commodores_song)
187204,Moist Supreme Devil's Food Sugar Free Cake Mix,Pillsbury,Easy to make,2.67,http://dbpedia.org/resource/Easy_(Commodores_song)
187221,Cashews Halves & Pieces with Sea Salt,Planters,Healthy Snacks,18.58,http://dbpedia.org/resource/Snack
187238,Chopped Walnuts,Great Value,Healthy Snacks,2.36,http://dbpedia.org/resource/Snack
187255,Berry Blue Gelatin Dessert Mix,Jell-O,Easy to make,1.53,http://dbpedia.org/resource/Easy_(Commodores_song)
187272,Orange Gelatin Dessert Mix,Jell-O,Easy to make,1.26,http://dbpedia.org/resource/Easy_(Commodores_song)
187289,Cherry Gelatin Dessert Family Size,Great Value,Easy to make,1.0,http://dbpedia.org/resource/Easy_(Commodores_song)
187306,Original Smoked Snack Stick,Slim Jim,Meat Sticks,3.42,http://dbpedia.org/resource/Meat
187323,Caramel Flan 8oz,Senor Rico,Easy to make,1.18,http://dbpedia.org/resource/Easy_(Commodores_song)
187340,Gluten Free Wild Blueberry Muffin Mix,Krusteaz,Easy to make,4.58,http://dbpedia.org/resource/Easy_(Commodores_song)
187357,Hotcakes Mix,Gamesa,Easy to make,2.68,http://dbpedia.org/resource/Easy_(Commodores_song)
187374,Sharp Cheddar Cheese,Great Value,Cheese,2.0,http://dbpedia.org/resource/Cheese
187391,Purple Moon by  (6 ounce),Fiscalini,Cheese,4.27,http://dbpedia.org/resource/Cheese
187408,Ginger Soy Vegetable Meal Kit with Noodles 22 oz,Taylor Farms,Fresh Soups & Salads,5.18,http://dbpedia.org/resource/DJ_Fresh
187425,Gluten Free All-Purpose Baking Mix,King Arthur Flour,Easy to make,5.82,http://dbpedia.org/resource/Easy_(Commodores_song)
187442,Strawberry Pie Filling or Topping,Great Value,Easy to make,2.98,http://dbpedia.org/resource/Easy_(Commodores_song)
187459,Kellogg's  Marshmallow Snack Bars,Rice Krispies Treats,Granola Bars,12.44,http://dbpedia.org/resource/Granola
187476,,Honey Stinger,Granola Bars,4.49,http://dbpedia.org/resource/Granola
187493,Devils Food Chocolate Cake Mix,Duncan Hines,Easy to make,1.38,http://dbpedia.org/resource/Easy_(Commodores_song)
187510,Favorites Dark Chocolate Brownie Mix,Betty Crocker,Easy to make,1.74,http://dbpedia.org/resource/Easy_(Commodores_song)
187527,Premium Caramel Apple Pie Filling 21 oz.,Lucky Leaf,Easy to make,3.12,http://dbpedia.org/resource/Easy_(Commodores_song)
187544,Sliced Pepper Jack Natural Cheese,Sargento,Cheese,3.18,http://dbpedia.org/resource/Cheese
187561,Finely Shredded Colby & Monterey Jack Cheese,Great Value,Cheese,3.98,http://dbpedia.org/resource/Cheese
187578,KIT KAT,KITKAT,Granola Bars,2.36,http://dbpedia.org/resource/Granola
187595,Roasted Garlic Hummus 10 oz,Fresh Cravings,"Hummus, Dips, & Salsa",2.98,http://dbpedia.org/resource/Hummus
187612,Snackers Roasted Red Pepper Hummus with Pretzels 4.56 oz,Sabra,"Hummus, Dips, & Salsa",2.27,http://dbpedia.org/resource/Hummus
187629,Spicy Guacamole Mini Cups,Freshness Guaranteed,"Hummus, Dips, & Salsa",3.98,http://dbpedia.org/resource/Hummus
187646,Ole Mexican Foods  Mild Cheese Dip,La Banderita,"Hummus, Dips, & Salsa",2.76,http://dbpedia.org/resource/Hummus
187663,HERDEZ Traditional Guacamole,Herdez,"Hummus, Dips, & Salsa",5.84,http://dbpedia.org/resource/Hummus
187680,6ct Singles-To-Go Sugar-Free Drink Mix,Sonic,Drink Mixes,1.08,http://dbpedia.org/resource/DJ_mix
187697,Fruit Punch Drink Mix,Great Value,Drink Mixes,1.94,http://dbpedia.org/resource/DJ_mix
187714,6ct Singles-To-Go Sugar-Free Drink Mix,Starburst,Drink Mixes,1.08,http://dbpedia.org/resource/DJ_mix
187731,Nestle  Lowfat 2% Evaporated Milk,Carnation,Canned & Powdered Milks,1.72,http://dbpedia.org/resource/Canning
187748,Nestle  Lowfat Sweetened Condensed Milk 21 oz,La Lecherita,Canned & Powdered Milks,6.48,http://dbpedia.org/resource/Canning
187765,Sugar Sweetened Tropical Punch Artificially Flavored Powdered Drink Mix,Kool-Aid,Drink Mixes,3.18,http://dbpedia.org/resource/DJ_mix
187782,Sweet Tea Sugar Free Water Enhancer,MiO,Drink Mixes,3.18,http://dbpedia.org/resource/DJ_mix
187799,Polska Kielbasa Smoked Sausage,Hillshire Farm,"Bacon, Hot Dogs, Sausage",3.98,http://dbpedia.org/resource/Bacon
187816,Regular Sliced Hickory Smoked Bacon,Sugardale,"Bacon, Hot Dogs, Sausage",4.98,http://dbpedia.org/resource/Bacon
187833,Deli Style Sliced Extra Sharp Cheddar Cheese,Great Value,Cheese,2.22,http://dbpedia.org/resource/Cheese
187850,Colby & Monterey Jack Cheese,Great Value,Cheese,3.98,http://dbpedia.org/resource/Cheese
187867,Slices Original Cheese,Velveeta,Cheese,2.68,http://dbpedia.org/resource/Cheese
187884,Sugar Free Variety Pack Drink Mix,Skittles,Drink Mixes,9.0,http://dbpedia.org/resource/DJ_mix
187901,Passion Fruit Bite Sized Pieces for Smoothies,Pitaya Foods,Drink Mixes,3.98,http://dbpedia.org/resource/DJ_mix
187918,Ranchero Fresh Queso Fresco Cheese,Cacique,Cheese,3.18,http://dbpedia.org/resource/Cheese
187935,Finely Shredded Mild Cheddar Cheese,Great Value,Cheese,3.98,http://dbpedia.org/resource/Cheese
187952,Tropical Pineapple Mango Drink Enhancer,Great Value,Drink Mixes,3.92,http://dbpedia.org/resource/DJ_mix
187969,Liquid Drink Enhancer,Great Value,Drink Mixes,2.12,http://dbpedia.org/resource/DJ_mix
187986,Thick Bologna Sliced Deli-Style Lunch Meat,Bar-S,"Bacon, Hot Dogs, Sausage",1.48,http://dbpedia.org/resource/Bacon
188003,Cotto Salami Deli Lunch Meat,Oscar Mayer,"Bacon, Hot Dogs, Sausage",2.28,http://dbpedia.org/resource/Bacon
188020,Lit'l Smokies Smoked Sausage,Hillshire Farm,"Bacon, Hot Dogs, Sausage",7.62,http://dbpedia.org/resource/Bacon
188037,Ready-To-Serve Turkey Bacon,Butterball,"Bacon, Hot Dogs, Sausage",3.98,http://dbpedia.org/resource/Bacon
188054,Mild Italian Pork Sausage Links,Johnsonville,"Bacon, Hot Dogs, Sausage",5.87,http://dbpedia.org/resource/Bacon
188071,Sugar Free Strawberry Drink Mix,Starburst,Drink Mixes,9.0,http://dbpedia.org/resource/DJ_mix
188088,Electrolyte Hydration Mix,Ultima Replenisher,Drink Mixes,7.98,http://dbpedia.org/resource/DJ_mix
188105,Cold Infuse Mango & Passionfruit Flavoured Cold Water Enhancer,Twinings,Drink Mixes,4.84,http://dbpedia.org/resource/DJ_mix
188122,Cf Matcha Green Tea Powder,Carrington Farms,Drink Mixes,9.2,http://dbpedia.org/resource/DJ_mix
188139,bubly drops Unsweetened Natural Flavor Essence Orange,SodaStream,Drink Mixes,5.88,http://dbpedia.org/resource/DJ_mix
188156,Grillers Cheddar & Bacon Sausage Patties,Johnsonville,"Bacon, Hot Dogs, Sausage",6.97,http://dbpedia.org/resource/Bacon
188173,Braunschweiger,John Morrell,"Bacon, Hot Dogs, Sausage",3.14,http://dbpedia.org/resource/Bacon
188190,Cajun Style Andouille Smoked Pork Sausage Links,Aidells,"Bacon, Hot Dogs, Sausage",5.92,http://dbpedia.org/resource/Bacon
188207,Apple Chicken Sausage 4link,Marketside,"Bacon, Hot Dogs, Sausage",3.84,http://dbpedia.org/resource/Bacon
188224,Frozen Organic Acai Fruit Smoothie Mix Packs,Pitaya Foods,Drink Mixes,4.98,http://dbpedia.org/resource/DJ_mix
188241,Sodastream CQC CO2 Cylinder Spare,SodaStream,Drink Mixes,29.96,http://dbpedia.org/resource/DJ_mix
188258,Powder Packets With Electrolytes,Propel,Drink Mixes,2.48,http://dbpedia.org/resource/DJ_mix
188275,Summer Sausage,Bridgford,"Bacon, Hot Dogs, Sausage",5.46,http://dbpedia.org/resource/Bacon
188292,Sweet Italian Style Chicken Sausage 11 oz,Al Fresco,"Bacon, Hot Dogs, Sausage",5.42,http://dbpedia.org/resource/Bacon
188309,French Vanilla Cappuccino Coffee House Beverage Drink Mix,Great Value,Drink Mixes,2.98,http://dbpedia.org/resource/DJ_mix
188326,Classic Smoked Frankfurter Plant-Based Sausage,Field Roast,"Bacon, Hot Dogs, Sausage",5.6,http://dbpedia.org/resource/Bacon
188343,Hickory Smoked Beef Sausage Rope,Smithfield,"Bacon, Hot Dogs, Sausage",3.98,http://dbpedia.org/resource/Bacon
188360,Thick Sliced Bacon,Sugardale,"Bacon, Hot Dogs, Sausage",6.18,http://dbpedia.org/resource/Bacon
188377,Bermuda Stone Ginger Beer - 6 PK,Barritt's,Non-Alcoholic Mixers,6.48,http://dbpedia.org/resource/Mixing_engineer
188394,Extra Hot Italian Grillers Sausage,Uncle Charley's,"Bacon, Hot Dogs, Sausage",5.27,http://dbpedia.org/resource/Bacon
188411,Fruit Punch Juice Drink Blend,Capri Sun,Kids' Multi-Packs,8.68,
188428,Jammers Cherry Artificially Flavored Drink,Kool-Aid,Kids' Multi-Packs,2.5,
188445,Deli Style Sliced Havarti Cheese,Great Value,Cheese,2.22,http://dbpedia.org/resource/Cheese
188462,Strings Mozzarella Cheese,PAW Patrol,Cheese,3.5,http://dbpedia.org/resource/Cheese
188479,Pure and Natural Cottage Cheese,Daisy,Cheese,2.88,http://dbpedia.org/resource/Cheese
188496,Colby-Jack Natural Cheese Ultra Thin Slices,Sargento,Cheese,3.18,http://dbpedia.org/resource/Cheese
188513,Beef Snack Sticks,Old Wisconsin,Meat Sticks,14.98,http://dbpedia.org/resource/Meat
188530,Mild Giant Smoked Snack Stick Twin Pack,Slim Jim,Meat Sticks,2.64,http://dbpedia.org/resource/Meat
188547,Fruit Variety Hard Candy,Life Savers,Hard candy & lollipops,3.78,http://dbpedia.org/resource/Hard_candy
188564,Caramel Apple Lollipops,Tootsie,Hard candy & lollipops,2.5,http://dbpedia.org/resource/Hard_candy
188581,Monster Size Meat Stick,Slim Jim,Meat Sticks,2.64,http://dbpedia.org/resource/Meat
188598,Assortment Hard Candy,Jolly Rancher,Hard candy & lollipops,1.98,http://dbpedia.org/resource/Hard_candy
188615,JOLLY RANCHER,Jolly Rancher,Hard candy & lollipops,4.48,http://dbpedia.org/resource/Hard_candy
188632,Cheese Heads Mozzarella String Cheese,Frigo,Cheese,4.68,http://dbpedia.org/resource/Cheese
188649,Singles White American Slices,Kraft,Cheese,4.98,http://dbpedia.org/resource/Cheese
188666,Gluten Free Fresh Mozzarella Cheese Ball,BelGioioso,Cheese,4.14,http://dbpedia.org/resource/Cheese
188683,Grated Parmesan Cheese,Great Value,Cheese,2.68,http://dbpedia.org/resource/Cheese
188700,Colby & Monterey Jack Cheese,Great Value,Cheese,2.0,http://dbpedia.org/resource/Cheese
188717,Werthers Original Hard Sugar Free Caramel Candy,Werther's Original,Hard candy & lollipops,3.14,http://dbpedia.org/resource/Hard_candy
188734,SWS MELT'EMS RED 12OZ,Sweetshop,Hard candy & lollipops,3.48,http://dbpedia.org/resource/Hard_candy
188751,Fresh Mozzarella Log,BelGioioso,Cheese,7.74,http://dbpedia.org/resource/Cheese
188768,Traditional Crumbled Feta Cheese,Athenos,Cheese,7.27,http://dbpedia.org/resource/Cheese
188785,Parmesan Grated Cheese,Kraft,Cheese,4.14,http://dbpedia.org/resource/Cheese
188802,Cottage Cheese with Pineapple,Daisy,Cheese,1.48,http://dbpedia.org/resource/Cheese
188819,Mozzarella Shredded Cheese,Kraft,Cheese,2.98,http://dbpedia.org/resource/Cheese
188836,Farm Fresh Cage Free Large,Eggland's Best,Eggs,3.42,http://dbpedia.org/resource/Egg
188853,Folded,JUST Egg,Eggs,4.08,http://dbpedia.org/resource/Egg
188870,Sharp Cheddar Cheese,Kraft,Cheese,5.48,http://dbpedia.org/resource/Cheese
188887,Shreds Cheddar Flavored Shredded Cheese,Velveeta,Cheese,2.88,http://dbpedia.org/resource/Cheese
188904,Mixed Berry Cream Cheese Spread,Great Value,Cheese,2.18,http://dbpedia.org/resource/Cheese
188921,Brown Sugar & Cinnamon Cream Cheese AO,Great Value,Cheese,2.18,http://dbpedia.org/resource/Cheese
188938,Shredded Mozzarella Cheese,Great Value,Cheese,3.98,http://dbpedia.org/resource/Cheese
188955,HERSHEY'S,Hershey's,Multipacks & bags,11.98,http://dbpedia.org/resource/Bag
188972,Halloween Candy Kiddie Mix,Brach's,Multipacks & bags,24.98,http://dbpedia.org/resource/Bag
