index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
181628,Raspberry Sugar Free Gelatin Dessert Mix,Jell-O,Easy to make,1.47,http://dbpedia.org/resource/Easy_(Commodores_song)
181645,NUT-rition Heart Healthy Mix with Peanuts,Planters,Healthy Snacks,6.28,http://dbpedia.org/resource/Snack
181662,Almonds,Blue Diamond,Healthy Snacks,6.98,http://dbpedia.org/resource/Snack
181679,Extra Mature Cheddar Cheese,Cathedral City,Specialty Cheeses & Meats,4.64,http://dbpedia.org/resource/Specialty_Records
181696,Grass-Fed Irish Blarney Castle Cheese,Kerrygold,Specialty Cheeses & Meats,5.28,http://dbpedia.org/resource/Specialty_Records
181713,Cherry Pie Filling or Topping,Great Value,Easy to make,2.56,http://dbpedia.org/resource/Easy_(Commodores_song)
181730,Family Fun Mix Variety Pack,Frito-Lay,Variety Pack Snacks,9.88,http://dbpedia.org/resource/Variety_(magazine)
181747,Chopped Walnuts,Great Value,Healthy Snacks,3.28,http://dbpedia.org/resource/Snack
181764,Cheese Crackers,Cheez-It,Healthy Snacks,5.28,http://dbpedia.org/resource/Snack
181781,Caffeine-Free Ginger Ale,Great Value,Great Value Beverages,0.96,http://dbpedia.org/resource/Drink
181798,Breakfast Blend Trail Mix,Great Value,Healthy Snacks,8.38,http://dbpedia.org/resource/Snack
181815,Deluxe Whole Cashews,Great Value,Healthy Snacks,14.78,http://dbpedia.org/resource/Snack
181832,White Basket Coffee Filters,Great Value,Great Value Beverages,1.48,http://dbpedia.org/resource/Drink
181849,Pineapple 100% Juice,Great Value,Great Value Beverages,3.78,http://dbpedia.org/resource/Drink
181866,Hydrate Electrolyte Water,Great Value,Great Value Beverages,6.78,http://dbpedia.org/resource/Drink
181883,Sugar-Free Orange Early Rise Drink Mix,Great Value,Drink Mixes,2.16,http://dbpedia.org/resource/DJ_mix
181900,Iced Tea with Lemon Drink Mix,Great Value,Drink Mixes,1.94,http://dbpedia.org/resource/DJ_mix
181917,Caramel Cappuccino Mix Medium Roast Coffee Pods,Great Value,Great Value Beverages,4.78,http://dbpedia.org/resource/Drink
181934,Sugar-Free Orange Early Rise Drink Mix,Great Value,Great Value Beverages,2.16,http://dbpedia.org/resource/Drink
181951,Sugar-Free Lemonade Drink Mix,Great Value,Drink Mixes,1.94,http://dbpedia.org/resource/DJ_mix
181968,Lemonade Sugar Free Drink Mix Singles Caffeine Free,Crystal Light,Drink Mixes,2.68,http://dbpedia.org/resource/DJ_mix
181985,Raspberry Green Tea Sugar Free Drink Mix Singles,Crystal Light,Drink Mixes,2.68,http://dbpedia.org/resource/DJ_mix
182002,100% Arabica Blonde Medium Roast Ground Coffee Pods,Great Value,Great Value Beverages,4.78,http://dbpedia.org/resource/Drink
182019,Decaffeinated Iced Tea,Great Value,Great Value Beverages,2.87,http://dbpedia.org/resource/Drink
182036,Nut Harvest Salted In Shell Pistachios,Frito-Lay,Healthy Snacks,1.78,http://dbpedia.org/resource/Snack
182053,Almonds Lightly Salted Almonds,Blue Diamond,Healthy Snacks,3.57,http://dbpedia.org/resource/Snack
182070,Drink Mix,Great Value,Drink Mixes,5.48,http://dbpedia.org/resource/DJ_mix
182087,Chocolate Flavor Powder Drink Mix Canister 38 oz,Nesquik,Drink Mixes,8.58,http://dbpedia.org/resource/DJ_mix
182104,Frost Glacier Freeze Thirst Quencher Sports Drink Mix Powder,Gatorade,Drink Mixes,8.98,http://dbpedia.org/resource/DJ_mix
182121,Chamomile Herbal Tea Bags,Great Value,Great Value Beverages,3.72,http://dbpedia.org/resource/Drink
182138,Decaf 100% Arabica Breakfast Blend Light Roast Ground Coffee,Great Value,Great Value Beverages,4.98,http://dbpedia.org/resource/Drink
182155,Drink Enhancer,Great Value,Drink Mixes,2.12,http://dbpedia.org/resource/DJ_mix
182172,Tropical Pineapple Mango Drink Enhancer,Great Value,Drink Mixes,3.92,http://dbpedia.org/resource/DJ_mix
182189,Lightly Salted Mixed Nuts Less Than 50% Peanuts with Peanuts,Planters,Healthy Snacks,7.92,http://dbpedia.org/resource/Snack
182206,Candied Pineapple,Sunripe,Healthy Snacks,3.28,http://dbpedia.org/resource/Snack
182223,Coconut Water Pulp 16.9oz,Great Value,Great Value Beverages,1.28,http://dbpedia.org/resource/Drink
182240,100 % Arabica Donut Shop Ground Coffee,Great Value,Great Value Beverages,9.98,http://dbpedia.org/resource/Drink
182257,Cinnamon Vanilla Ground Coffee,Great Value,Great Value Beverages,4.98,http://dbpedia.org/resource/Drink
182274,Iced Tea Mix Black Tea,Lipton,Drink Mixes,3.78,http://dbpedia.org/resource/DJ_mix
182291,Pro Clinical,Hydroxycut,Drink Mixes,18.12,http://dbpedia.org/resource/DJ_mix
182308,Classic Dark Chocolate Fudge Cake Mix,Duncan Hines,Top baking brands,1.38,http://dbpedia.org/resource/Top
182325,Lemon Supreme Creamy Home-Style Frosting,Duncan Hines,Top baking brands,1.92,http://dbpedia.org/resource/Top
182342,French Vanilla Flavored Cappuccino Packets,Folgers,Drink Mixes,4.24,http://dbpedia.org/resource/DJ_mix
182359,Pasteurized Powdered Goat Milk,Meyenberg,Drink Mixes,12.94,http://dbpedia.org/resource/DJ_mix
182376,Variety Pack 16.9oz 18ct,Propel,Drink Mixes,10.98,http://dbpedia.org/resource/DJ_mix
182393,Sugar Free Chocolate Fudge Brownie Mix,Pillsbury,Top baking brands,2.98,http://dbpedia.org/resource/Top
182410,Strawberry Lemonade,Santa Cruz Organic,Drink Mixes,3.98,http://dbpedia.org/resource/DJ_mix
182427,Pure Premium Original No Pulp 100% Orange Juice 89 fl. oz. Jug,Tropicana,Orange Juice & Chilled,6.18,http://dbpedia.org/resource/Orange_S.A.
182444,Berry Jug,Minute Maid,Orange Juice & Chilled,3.52,http://dbpedia.org/resource/Orange_S.A.
182461,Hardwood Smoked Summer Sausage,Hillshire Farm,Specialty Cheeses & Meats,6.97,http://dbpedia.org/resource/Specialty_Records
182478,Sub Sandwich Tray,Marketside,Specialty Cheeses & Meats,40.0,http://dbpedia.org/resource/Specialty_Records
182495,Aged Asiago Cheese Wedge,BelGioioso,Specialty Cheeses & Meats,5.14,http://dbpedia.org/resource/Specialty_Records
182512,Organic Herbal Tea Supplement,Great Value,Great Value Beverages,3.12,http://dbpedia.org/resource/Drink
182529,Caramel Apple Pie Ground Coffee,Great Value,Great Value Beverages,6.48,http://dbpedia.org/resource/Drink
182546,Hard Salami and Mozzarella Panino 4.5 oz,Fiorucci,Specialty Cheeses & Meats,5.97,http://dbpedia.org/resource/Specialty_Records
182563,HORMEL GATHERINGS,Hormel,Specialty Cheeses & Meats,7.88,http://dbpedia.org/resource/Specialty_Records
182580,Confectioners Powdered Sugar,Great Value,Great Value Beverages,1.7,http://dbpedia.org/resource/Drink
182597,Sugar-Free Fruit Punch Drink Mix,Great Value,Great Value Beverages,2.16,http://dbpedia.org/resource/Drink
182614,Original Value Size Coffee Creamer,Great Value,Great Value Beverages,7.24,http://dbpedia.org/resource/Drink
182631,Mighty Incredible Tropical Juice Drink,Mott's,Kids' Multi-Packs,3.78,
182648,G Zero Sugar Grape Thirst Quencher Sports Drink,Gatorade,Kids' Multi-Packs,6.98,
182665,Churny 5# Hof Super Shrp Yellw,CHURNY,Specialty Cheeses & Meats,6.84,http://dbpedia.org/resource/Specialty_Records
182682,Fruit Punch Jug,Minute Maid,Juices,3.52,
182699,Jammers Cherry Artificially Flavored Drink,Kool-Aid,Juices,2.5,
182716,Simply Fruit Punch Juice,simply...,Juices,2.58,
182733,Orange Lavaburst Cartons,Hi-C,Juices,2.14,
182750,Apple Juice,Great Value,Juices,3.54,
182767,Simply Lemonade with Raspberry,simply...,Juices,4.28,
182784,Pure Premium,Tropicana,Juices,3.78,
182801,Pure Premium,Tropicana,Juices,6.18,
182818,Wild Cherry Flavored Juice Drink Blend,Capri Sun,Juices,2.98,
182835,100% Vegetable Juice,Great Value,Juices,3.12,
182852,Organic 1% Lowfat UHT DHA Omega-3 Chocolate Milk,Horizon,Kids' Multi-Packs,7.16,
182869,Roarin' Waters Strawberry Kiwi Surf Naturally Flavored Water Beverage,Capri Sun,Kids' Multi-Packs,2.98,
182886,100% Cranberry Pomegranate Juice,Great Value,Juices,3.78,
182903,Non-Alcoholic Sparkling Juice Cocktail,Welch's,Juices,3.48,
182920,Multi-V Goodness Cherry Fruit Juice with Vitamins,Bolthouse Farms,Juices,1.98,
182937,Amazin Prune Juice,Sunsweet,Juices,5.62,
182954,Picante Tomato Cocktail,Clamato,Juices,4.98,
182971,Chewing Gum,Juicy Fruit,Gum,3.48,http://dbpedia.org/resource/Gum_catalog
182988,Spearmint Rain Sugar Free Chewing Gum - 15 ct (6 Pack),5 Gum,Gum,8.28,http://dbpedia.org/resource/Gum_catalog
183005,DanActive Probiotic Dailies Blueberry & Strawberry Dairy Drink,Dannon,Juices,4.86,
183022,Strawberry Lemonade 16 Oz Fl Oz,Calypso,Juices,1.78,
183039,Gum Polar Ice Sugar Free Chewing Gum,Extra,Gum,1.28,http://dbpedia.org/resource/Gum_catalog
183056,Cinnamon Sugar Free Gum,Trident,Gum,1.38,http://dbpedia.org/resource/Gum_catalog
183073,Pure Fresh Sugar-Free Chewing Gum with Xylitol,Mentos,Gum,4.98,http://dbpedia.org/resource/Gum_catalog
183090,Berry Boost Fruit Juice Smoothie,Bolthouse Farms,Juices,5.48,
183107,Juice Orange Vanilla Crme Flavored Almond Milk Smoothie,Naked,Juices,3.28,
183124,Homestyle Sauce Alfredo Premium Pasta Topping Jar (Family Size,Giovanni Rana,Fresh Pasta,6.5,http://dbpedia.org/resource/DJ_Fresh
183141,Beef  Jerky Tender Bites,Jack Link's,Beef Jerky,15.38,http://dbpedia.org/resource/Walls_and_Bridges
183158,Jack Links Beef Jerky,Jack Link's,Beef Jerky,4.98,http://dbpedia.org/resource/Walls_and_Bridges
183175,Jack Links Beef Kippered Steaks,Jack Link's,Beef Jerky,2.72,http://dbpedia.org/resource/Walls_and_Bridges
183192,Soursop Juice Drink,Iberia,Juices,1.12,
183209,Aloe Mango Aloe Vera Drink,Iberia,Juices,1.67,
183226,Freshness Guaranteed Original Macaroni Salad,Walmart Deli,Prepared Meals & Sides,3.94,http://dbpedia.org/resource/Meal
183243,Reser's Main St Bistro Baked Macaroni & Cheese 20 oz,Reser's Fine Foods,Prepared Meals & Sides,5.24,http://dbpedia.org/resource/Meal
183260,Freshness Guaranteed Traditional Shredded Rotisserie Seasoned Fully Cooked Pork,Eddy,Prepared Meals & Sides,7.54,http://dbpedia.org/resource/Meal
183277,Strawberry Kiwi Flavored Juice Drink Blend,Capri Sun,Juices,2.98,
183294,100% Orange Juice,Great Value,Juices,4.22,
183311,Fruit Barrels Original 40 Count Variety Pack Fruit Drink,Little Hug,Juices,6.82,
183328,Strawberry Banana Fruit Juice Smoothie,Bolthouse Farms,Orange Juice & Chilled,1.98,http://dbpedia.org/resource/Orange_S.A.
183345,Pure Premium,Tropicana,Orange Juice & Chilled,6.18,http://dbpedia.org/resource/Orange_S.A.
183362,Green Goodness Fruit and Vegetable Juice,Bolthouse Farms,Orange Juice & Chilled,1.98,http://dbpedia.org/resource/Orange_S.A.
183379,Mac & Cheese,Panera Bread,Prepared Meals & Sides,5.37,http://dbpedia.org/resource/Meal
183396,REESE'S,Reese's,Halloween candy,3.48,http://dbpedia.org/resource/Halloween
183413,Skittles,Mixed,Halloween candy,5.78,http://dbpedia.org/resource/Halloween
183430,Cookies & Screeem Chocolate Halloween Candy Share Size Bag-2.47oz,M&M'S,Halloween candy,1.64,http://dbpedia.org/resource/Halloween
183447,Asiago Peppercorn Seasoned Pork Loin Filet,Freshness Guaranteed,Prepared Meals & Sides,8.45,http://dbpedia.org/resource/Meal
183464,Fire Grilled Steak Fajitas Beef Strips,John Soules Foods,Prepared Meals & Sides,9.97,http://dbpedia.org/resource/Meal
183481,Amazing Mango Fruit Juice Smoothie,Bolthouse Farms,Orange Juice & Chilled,1.98,http://dbpedia.org/resource/Orange_S.A.
183498,100% Carrot,Bolthouse Farms,Orange Juice & Chilled,5.98,http://dbpedia.org/resource/Orange_S.A.
183515,PERDUE Original Refrigerated Roasted Chicken Breast,Short Cuts,Prepared Meals & Sides,4.48,http://dbpedia.org/resource/Meal
183532,Flame Grilled Chicken,John Soules Foods,Prepared Meals & Sides,7.98,http://dbpedia.org/resource/Meal
183549,YORK,York,Halloween candy,3.48,http://dbpedia.org/resource/Halloween
183566,140 Count,Butterfinger,Halloween candy,14.74,http://dbpedia.org/resource/Halloween
183583,Baking Soda Fridge-n-Freezer Odor Absorber,Arm & Hammer,Baking Soda & Starch,1.06,http://dbpedia.org/resource/Sodium_bicarbonate
183600,Skittles,Mixed,Halloween candy,21.98,http://dbpedia.org/resource/Halloween
183617,Mellowcreme Caramel Apple Halloween Candy,Brach's,Halloween candy,2.68,http://dbpedia.org/resource/Halloween
183634,Hershey,Hershey's,Halloween candy,11.98,http://dbpedia.org/resource/Halloween
183651,Juice,Naked,Orange Juice & Chilled,6.18,http://dbpedia.org/resource/Orange_S.A.
183668,Organic Snack Fruit Pouches,Slammers,Orange Juice & Chilled,4.68,http://dbpedia.org/resource/Orange_S.A.
183685,M&M's Milk Chocolate Fun Size Halloween Chocolate Candy - 10.53oz Bag,M&M'S,Halloween candy,3.78,http://dbpedia.org/resource/Halloween
183702,Ghost Hot Cocoa & Mug,Ten Acre gifts,Halloween candy,6.98,http://dbpedia.org/resource/Halloween
183719,ALMOND JOY,Almond Joy,Halloween candy,5.74,http://dbpedia.org/resource/Halloween
183736,Jumbo,Push Pop,Hard candy & lollipops,1.28,http://dbpedia.org/resource/Hard_candy
183753,Pep-O-Mint Breath Mints Hard Candy,Life Savers,Hard candy & lollipops,10.98,http://dbpedia.org/resource/Hard_candy
183770,Milk Chocolate Caramel Apple Pie Flavored Sandwich Crme Cookies 4.5 oz.,Sam's Choice,Halloween candy,3.98,http://dbpedia.org/resource/Halloween
183787,KIT KAT,KITKAT,Halloween candy,14.74,http://dbpedia.org/resource/Halloween
183804,Sparkling Water,Clear American,Sparkling Water,4.12,http://dbpedia.org/resource/Water
183821,Unsweetened Blackberry Sparkling Water,Clear American,Sparkling Water,4.12,http://dbpedia.org/resource/Water
183838,Child's Play 24 oz. Assorted Halloween Candy,TOOTSIE CHILD'S PLAY,Halloween candy,4.88,http://dbpedia.org/resource/Halloween
183855,Halloween Cheese Crackers Snacks,Kellogg's Scooby-Doo,Halloween candy,9.98,http://dbpedia.org/resource/Halloween
183872,Sparkling Water,AHA,Sparkling Water,3.88,http://dbpedia.org/resource/Water
183889,Sparkling Mineral Water Glass Bottles,Topo Chico,Sparkling Water,9.98,http://dbpedia.org/resource/Water
183906,Bubly Bounce Caffeinated Blood Orange Grapefruit Flavored Sparkling Water,bubly,Sparkling Water,3.28,http://dbpedia.org/resource/Water
183923,Kellogg's Club Crackers,Keebler,Crackers,4.28,http://dbpedia.org/resource/Cracker_(food)
183940,Kellogg's  Tiny Baked Snack Crackers,Gripz,Crackers,5.72,http://dbpedia.org/resource/Cracker_(food)
183957,Mother's Circus Animal Cookies 9 Ounce Bag,Mothers,Crackers,3.18,http://dbpedia.org/resource/Cracker_(food)
183974,Cheese Crackers,Cheez-It,Crackers,3.68,http://dbpedia.org/resource/Cracker_(food)
183991,Cheese Crackers,Cheez-It,Crackers,3.68,http://dbpedia.org/resource/Cracker_(food)
184008,Lactose Free 2% Reduced Fat Milk,Great Value,Milk,3.24,http://dbpedia.org/resource/Milk
184025,1% Low Fat Cultured Buttermilk,Great Value,Milk,1.68,http://dbpedia.org/resource/Milk
184042,Cheese Crackers,Cheez-It,Crackers,8.68,http://dbpedia.org/resource/Cracker_(food)
184059,RITZ Original Crackers,Ritz,Crackers,2.68,http://dbpedia.org/resource/Cracker_(food)
184076,Unsweetened Almond Milk 48 Fluid Ounces,Califia Farms,Milk,3.97,http://dbpedia.org/resource/Milk
184093,Sweetened Condensed Milk,Great Value,Milk,1.94,http://dbpedia.org/resource/Milk
184110,Chocolate Almond Milk,Great Value,Milk,2.36,http://dbpedia.org/resource/Milk
184127,Sandwich Crackers,Austin,Crackers,7.12,http://dbpedia.org/resource/Cracker_(food)
184144,Mega Bites,Goldfish,Crackers,2.4,http://dbpedia.org/resource/Cracker_(food)
184161,Fat Free Ultra-Filtered Milk,fairlife,Milk,3.98,http://dbpedia.org/resource/Milk
184178,Organic Whole Grassfed Milk,Horizon,Milk,5.44,http://dbpedia.org/resource/Milk
184195,Honey Roasted Mixed Nuts with Peanuts,Planters,Snack Nuts,5.23,http://dbpedia.org/resource/Snack
184212,Deluxe Lightly Salted Mixed Nuts with Cashews,Planters,Snack Nuts,9.98,http://dbpedia.org/resource/Snack
184229,Original Crackers,Goldfish,Crackers,2.4,http://dbpedia.org/resource/Cracker_(food)
184246,RITZ Toasted Chips Cheddar Crackers,Ritz,Crackers,3.58,http://dbpedia.org/resource/Cracker_(food)
184263,Baked Snack Cheese Crackers,Cheez-It,Crackers,3.68,http://dbpedia.org/resource/Cracker_(food)
184280,Evaporated Goat Milk- 12 Fl oz.,Meyenberg,Milk,3.98,http://dbpedia.org/resource/Milk
184297,Turkey & American Cheese Cracker Stackers Snack Kit with Chocolate Sandwich Cookies,Lunchables,Snacks & Fresh Sandwiches,1.82,http://dbpedia.org/resource/Snack
184314,Dilly Bites,OH SNAP!,Snacks & Fresh Sandwiches,1.47,http://dbpedia.org/resource/Snack
184331,Roast Beef & Cheese Sub Sandwich,Marketside,Snacks & Fresh Sandwiches,4.47,http://dbpedia.org/resource/Snack
184348,Sandwich Crackers,Lance,Crackers,3.12,http://dbpedia.org/resource/Cracker_(food)
184365,Cheez-It SCOOBY-DOO! Cheese Crackers,Cheez-It Disney Frozen 2,Crackers,5.28,http://dbpedia.org/resource/Cracker_(food)
184382,Crackers,Simple Mills,Crackers,4.48,http://dbpedia.org/resource/Cracker_(food)
184399,LunchMakers Bologna & Cheese Kit with Butterfinger,Armour,Snacks & Fresh Sandwiches,1.18,http://dbpedia.org/resource/Snack
184416,Organic 2% Reduced Fat Grassfed Milk,Horizon,Milk,5.44,http://dbpedia.org/resource/Milk
184433,Cinnamon Roll Oat Milk Coffee Creamer 25.4 Fluid Ounces,Califia Farms,Milk,4.54,http://dbpedia.org/resource/Milk
184450,Unsweetened Coconut Milk,A Taste of Thai,Milk,2.47,http://dbpedia.org/resource/Milk
184467,M&M's Peanut Butter Milk Chocolate Candy,M&M'S,Chocolate,11.98,http://dbpedia.org/resource/Chocolate
184484,KIT KAT,KITKAT,Chocolate,1.36,http://dbpedia.org/resource/Chocolate
184501,HERSHEY'S,Hershey's,Chocolate,6.74,http://dbpedia.org/resource/Chocolate
184518,Cheese Crackers,Cheez-It,Crackers,3.48,http://dbpedia.org/resource/Cracker_(food)
184535,Cheese Crackers,Cheez-It,Crackers,3.48,http://dbpedia.org/resource/Cracker_(food)
184552,Sandwich Cookies,Lance,Crackers,6.74,http://dbpedia.org/resource/Cracker_(food)
184569,Ham & Cheese Sandwich Wedge,Deli Express,Snacks & Fresh Sandwiches,3.0,http://dbpedia.org/resource/Snack
184586,Snack Pack with Prosciutto,Olli Salumeria,Snacks & Fresh Sandwiches,3.56,http://dbpedia.org/resource/Snack
184603,Dove Promises Milk Chocolate Caramel Candy - 7.61 oz Bag,DOVE Chocolate,Chocolate,4.98,http://dbpedia.org/resource/Chocolate
184620,YORK THiNS Dark Chocolate Peppermint Patties Candy,York,Chocolate,6.74,http://dbpedia.org/resource/Chocolate
184637,Buffalo Style Boneless Chicken Bites,Tyson Any'tizers,Snacks & Fresh Sandwiches,9.98,http://dbpedia.org/resource/Snack
184654,Frozen Appetizers Buffalo Style Boneless Chicken Bites,TGI Fridays,Snacks & Fresh Sandwiches,6.44,http://dbpedia.org/resource/Snack
184671,Flex Protein Crisps,PopCorners,Snacks & Fresh Sandwiches,3.68,http://dbpedia.org/resource/Snack
184688,KIT KAT®,KITKAT,Chocolate,1.98,http://dbpedia.org/resource/Chocolate
184705,HERSHEY'S Milk Chocolate Candy Bar,Hershey's,Chocolate,1.14,http://dbpedia.org/resource/Chocolate
184722,Parmesan Cheese Crisps,Whisps,Snacks & Fresh Sandwiches,5.98,http://dbpedia.org/resource/Snack
184739,Hershey,Hershey's,Chocolate,4.88,http://dbpedia.org/resource/Chocolate
184756,HERSHEY'S,Hershey's,Chocolate,11.98,http://dbpedia.org/resource/Chocolate
184773,Twix Caramel Chocolate Cookie Candy Bar,TWIX,Chocolate,2.18,http://dbpedia.org/resource/Chocolate
184790,Dark Chocolate Pretzel with Sea Salt,barkTHINS,Pretzels,4.26,http://dbpedia.org/resource/Pretzel
184807,EXCELLENCE Sea Salt Dark Chocolate Candy Bar,Lindt,Chocolate,2.94,http://dbpedia.org/resource/Chocolate
184824,Milk Chocolate Candy Bars,Snickers,Chocolate,1.98,http://dbpedia.org/resource/Chocolate
184841,Caesar Salad with Chicken & Bacon,Taylor Farms,Fresh Soups & Salads,3.47,http://dbpedia.org/resource/DJ_Fresh
184858,Freshness Guaranteed Original Macaroni Salad,Walmart Deli,Fresh Soups & Salads,2.67,http://dbpedia.org/resource/DJ_Fresh
184875,Fruit Flavored Snacks,Mott's,Fruit Snacks,7.96,http://dbpedia.org/resource/Fruit_snack
184892,Fruit Snacks,Fruit Roll-Ups,Fruit Snacks,5.16,http://dbpedia.org/resource/Fruit_snack
184909,Steak Cut French Fried Potatoes,Great Value,Fruit Snacks,1.98,http://dbpedia.org/resource/Fruit_snack
184926,Disney Princess Fruit Snacks,Betty Crocker,Fruit Snacks,2.48,http://dbpedia.org/resource/Fruit_snack
184943,50 sq ft Non-Stick Parchment Paper,Great Value,Fruit Snacks,2.94,http://dbpedia.org/resource/Fruit_snack
184960,Five Cheese Breadsticks,Marketside,Fresh Pizza,5.0,http://dbpedia.org/resource/DJ_Fresh
184977,Confectioners Powdered Sugar,Great Value,Sugars & Sweeteners,1.7,http://dbpedia.org/resource/Sugar
184994,Sugar Free Pumpkin Spice Coffee Syrup,Torani,Sugars & Sweeteners,4.27,http://dbpedia.org/resource/Sugar
185011,Crab Salad,Santa Barbara Bay,Fresh Soups & Salads,4.88,http://dbpedia.org/resource/DJ_Fresh
185028,Sunflower Bacon Crunch Chopped Salad Kit,Marketside,Fresh Soups & Salads,3.98,http://dbpedia.org/resource/DJ_Fresh
185045,Steakhouse Wedge Chopped Salad Kit,Taylor Farms,Fresh Soups & Salads,3.98,http://dbpedia.org/resource/DJ_Fresh
185062,Original Pancake Syrup,Hungry Jack,Sugars & Sweeteners,3.83,http://dbpedia.org/resource/Sugar
185079,Organic Raw Cane Sugar,Florida Crystals,Sugars & Sweeteners,4.77,http://dbpedia.org/resource/Sugar
185096,HERSHEY'S,Hershey's,Sugars & Sweeteners,4.78,http://dbpedia.org/resource/Sugar
185113,Golden Monk Fruit Sweetener - Raw Cane Sugar Substitute,Lakanto,Sugars & Sweeteners,6.68,http://dbpedia.org/resource/Sugar
185130,Magic Shell Chocolate Fudge Topping,Smucker's,Sugars & Sweeteners,2.34,http://dbpedia.org/resource/Sugar
185147,Mike's Hot Honey - Gluten-Free,Mike’s Hot Honey,Sugars & Sweeteners,2.3,http://dbpedia.org/resource/Sugar
185164,Full Flavor Molasses 12 fl. oz. Bottle,Brer Rabbit,Sugars & Sweeteners,4.78,http://dbpedia.org/resource/Sugar
185181,Sugar Free Classic Caramel Syrup,Torani,Sugars & Sweeteners,4.27,http://dbpedia.org/resource/Sugar
185198,Golden Honey O's Breakfast Cereal,Malt-O-Meal,Sugars & Sweeteners,5.0,http://dbpedia.org/resource/Sugar
185215,Dolci Frutta,DOLCI FRUTTA,Sugars & Sweeteners,2.78,http://dbpedia.org/resource/Sugar
185232,Hershey,Hershey's,Chocolate,4.88,http://dbpedia.org/resource/Chocolate
185249,KIT KAT,KITKAT,Chocolate,5.74,http://dbpedia.org/resource/Chocolate
185266,Chef's Naturals Chopped Walnuts,Fisher,Baking Nuts & Seeds,3.28,http://dbpedia.org/resource/Baking
185283,M&M's Milk Chocolate Fun Size Halloween Chocolate Candy - 10.53oz Bag,M&M'S,Chocolate,3.78,http://dbpedia.org/resource/Chocolate
185300,Unsweetened Chocolate Premium Baking Bar with 100 % Cacao,Baker's,Chocolate,2.46,http://dbpedia.org/resource/Chocolate
185317,Fine Hazelnut Milk Chocolate,Ferrero Rocher,Chocolate,3.48,http://dbpedia.org/resource/Chocolate
185334,Pure Raw Honey,Cheatwood's,Sugars & Sweeteners,10.48,http://dbpedia.org/resource/Sugar
185351,Alani Fit Shakes Fit Shake Cookies & Cream 12 Oz,Alani Nu,New Arrivals,2.98,
185368,Lindor Dark Chocolate Candy Truffles,Lindt,Chocolate,6.48,http://dbpedia.org/resource/Chocolate
185385,DOVE PROMISES Dark Chocolate Halloween Candy,Dove,Chocolate,3.98,http://dbpedia.org/resource/Chocolate
185402,Hu Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu Kitchen,Chocolate,4.99,http://dbpedia.org/resource/Chocolate
185419,KIT KAT,KITKAT,Chocolate,3.48,http://dbpedia.org/resource/Chocolate
185436,Freeze Dried Strawberry Fruit Crisps,Great Value,Healthy Snacks,3.72,http://dbpedia.org/resource/Snack
185453,Flavor Twists Honey BBQ Corn Snacks,Fritos,Healthy Snacks,3.98,http://dbpedia.org/resource/Snack
185470,Salted Peanuts,Planters,Healthy Snacks,3.22,http://dbpedia.org/resource/Snack
185487,Gluten-Free Hint of Lime Tortilla Chips,Great Value,Healthy Snacks,1.82,http://dbpedia.org/resource/Snack
185504,Twix Cookies & Creme Minis Chocolate Cookie Candy Bars - 9.7 oz Bag,TWIX,Chocolate,4.48,http://dbpedia.org/resource/Chocolate
185521,Milk Chocolate Snack Size Candy,Hershey's,Chocolate,1.36,http://dbpedia.org/resource/Chocolate
185538,CRUNCH,Crunch,Chocolate,2.98,http://dbpedia.org/resource/Chocolate
185555,Hu Almond Butter + Puffed Quinoa Dark Chocolate,Hu Kitchen,Chocolate,4.99,http://dbpedia.org/resource/Chocolate
185572,M&M'S,Mixed,Chocolate,10.98,http://dbpedia.org/resource/Chocolate
185589,Lindor Stracciatella White Chocolate Candy Truffles,Lindt,Chocolate,6.48,http://dbpedia.org/resource/Chocolate
185606,Twix Fun Size Halloween Chocolate Candy Bars - 18.28 oz Bag,TWIX,Chocolate,5.78,http://dbpedia.org/resource/Chocolate
185623,ICE BREAKERS MINT PINA COLADA,Ice Breakers,Mints,2.38,http://dbpedia.org/resource/Mint_(facility)
185640,,Tic Tac,Mints,3.48,http://dbpedia.org/resource/Mint_(facility)
185657,KIT KAT,KITKAT,Chocolate,4.34,http://dbpedia.org/resource/Chocolate
185674,M&M's Crispy Chocolate Candy,M&M'S,Chocolate,4.48,http://dbpedia.org/resource/Chocolate
185691,HERSHEY'S,Hershey's,Chocolate,5.74,http://dbpedia.org/resource/Chocolate
185708,Original Beef Jerky Value Pack,Great Value,Beef Jerky,10.98,http://dbpedia.org/resource/Walls_and_Bridges
185725,Jack Links Beef Tender Bites,Jack Link's,Beef Jerky,4.98,http://dbpedia.org/resource/Walls_and_Bridges
185742,HERSHEY'S Milk Chocolate with Almonds Candy,Hershey's,Chocolate,1.98,http://dbpedia.org/resource/Chocolate
185759,KIT KAT,KITKAT,Chocolate,1.14,http://dbpedia.org/resource/Chocolate
185776,Original Beef Jerky Jumbo,Great Value,Beef Jerky,7.88,http://dbpedia.org/resource/Walls_and_Bridges
185793,Teriyaki Beef Jerky Jumbo Bag,Jack Link's,Beef Jerky,9.78,http://dbpedia.org/resource/Walls_and_Bridges
185810,Original Coffee Creamer,Great Value,Cream & Creamers,4.98,http://dbpedia.org/resource/Cream
